"","V1","value"
"2293","agyonpirciengezett",-1
"2294","agyonpiszkált",-1
"2295","agyonpixelez",-1
"2296","agyonplakátozott",-1
"2297","agyonplasztikáz",-1
"2298","agyonpofozott",-1
"2299","agyonpolároz",-1
"2300","agyonpolírozott",-1
"2301","agyonpolitizál",-1
"2302","agyonpolitizálás",-1
"2303","agyonpolitizáltság",-1
"2304","agyonpomádézott",-1
"2305","agyonpontozott",-1
"2306","agyonpörget",-1
"2307","agyonpörgetett",-1
"2308","agyonpörgõsített",-1
"2309","agyonprédikál",-1
"2310","agyonprésel",-1
"2311","agyonpréselt",-1
"2312","agyonprivatizál",-1
"2313","agyonpromótált",-1
"2314","agyonpropagált",-1
"2315","agyonproteinez",-1
"2316","agyonpublikál",-1
"2317","agyonpúderez",-1
"2318","agyonpuffant",-1
"2319","agyonpumpált",-1
"2320","agyonpuszil",-1
"2321","agyonpuszilgat",-1
"2322","agyonrácsoz",-1
"2323","agyonraffinált",-1
"2324","agyonragasztgat",-1
"2325","agyonrágott",-1
"2326","agyonragoz",-1
"2327","agyonragozás",-1
"2328","agyonrajong",-1
"2329","agyonrajzol",-1
"2330","agyonráncozott",-1
"2331","agyonráz",-1
"2332","agyonrázatott",-1
"2333","agyonrázó",-1
"2334","agyonreflektáló",-1
"2335","agyonreflektált",-1
"2336","agyonreflektáltság",-1
"2337","agyonregisztrál",-1
"2338","agyonregulázva",-1
"2339","agyonrejtjelez",-1
"2340","agyonrekámozott",-1
"2341","agyonreklámoz",-1
"2342","agyonreklámozás",-1
"2343","agyonreklámozott",-1
"2344","agyonreklámozva",-1
"2345","agyonrémít",-1
"2346","agyonrémülve",-1
"2347","agyonrendez",-1
"2348","agyonrendezve",-1
"2349","agyonrendszabályoz",-1
"2350","agyonrendszabályozás",-1
"2351","agyonrendszerez",-1
"2352","agyonreprezentált",-1
"2353","agyonrestaurált",-1
"2354","agyonrészletez",-1
"2355","agyonrészletezõ",-1
"2356","agyonrészletezve",-1
"2357","agyonretorizáltsága",-1
"2358","agyonretrózott",-1
"2359","agyonretusál",-1
"2360","agyonretusált",-1
"2361","agyonrozsdásodott",-1
"2362","agyonrövidített",-1
"2363","agyonrúg",-1
"2364","agyonrúgás",-1
"2365","agyonrúgatott",-1
"2366","agyonrugdal",-1
"2367","agyonrugdalt",-1
"2368","agyonrugdos",-1
"2369","agyonrugdosási",-1
"2370","agyonrugdosó",-1
"2371","agyonrúglak",-1
"2372","agyonrúgott",-1
"2373","agyonrúzsoz",-1
"2374","agyonsajnál",-1
"2375","agyonsajnálgatott",-1
"2376","agyonsajnált",-1
"2377","agyonsajnáltat",-1
"2378","agyonsanyargat",-1
"2379","agyonsanyargatott",-1
"2380","agyonsanyargatva",-1
"2381","agyonscriptelt",-1
"2382","agyonsímogatnak",-1
"2383","agyonsminkel",-1
"2384","agyonsminkeltség",-1
"2385","agyonsminkelve",-1
"2386","agyonsoványít",-1
"2387","agyonsóz",-1
"2388","agyonsózva",-1
"2389","agyonspecializálás",-1
"2390","agyonspecializálódik",-1
"2391","agyonspecializált",-1
"2392","agyonspekulált",-1
"2393","agyonspoilerezett",-1
"2394","agyonspoilerezve",-1
"2395","agyonsprézve",-1
"2396","agyonsterilizált",-1
"2397","agyonstilizál",-1
"2398","agyonstilizált",-1
"2399","agyonstoppol",-1
"2400","agyonstoppolt",-1
"2401","agyonstrapál",-1
"2402","agyonstrapálás",-1
"2403","agyonstrapált",-1
"2404","agyonstrapálva",-1
"2405","agyonstresszel",-1
"2406","agyonstresszelt",-1
"2407","agyonstrukturált",-1
"2408","agyonsugároz",-1
"2409","agyonsújt",-1
"2410","agyonsújtá",-1
"2411","agyonsújtó",-1
"2412","agyonsújtott",-1
"2413","agyonsújtottan",-1
"2414","agyonsújtva",-1
"2415","agyonsumákol",-1
"2416","agyonsúrolt",-1
"2417","agyonsuvickolt",-1
"2418","agyonszabályoz",-1
"2419","agyonszabályozás",-1
"2420","agyonszabályozott",-1
"2421","agyonszabályozottság",-1
"2422","agyonszabályozva",-1
"2423","agyonszabdal",-1
"2424","agyonszabdalt",-1
"2425","agyonszadizott",-1
"2426","agyonszadizva",-1
"2427","agyonszaggat",-1
"2428","agyonszajkózott",-1
"2429","agyonszámozott",-1
"2430","agyonszapul",-1
"2431","agyonszapult",-1
"2432","agyonszárít",-1
"2433","agyonszárogat",-1
"2434","agyonszarozott",-1
"2435","agyonszaturált",-1
"2436","agyonszceníroz",-1
"2437","agyonszedál",-1
"2438","agyonszegelve",-1
"2439","agyonszekál",-1
"2440","agyonszekált",-1
"2441","agyonszekíroz",-1
"2442","agyonszelektált",-1
"2443","agyonszélesített",-1
"2444","agyonszellõztet",-1
"2445","agyonszennyez",-1
"2446","agyonszépít",-1
"2447","agyonszépitik",-1
"2448","agyonszeretett",-1
"2449","agyonszerkesztett",-1
"2450","agyonszerkesztettség",-1
"2451","agyonszerkesztve",-1
"2452","agyonszervez",-1
"2453","agyonszervezés",-1
"2454","agyonszervezve",-1
"2455","agyonszexualizált",-1
"2456","agyonszidalmazott",-1
"2457","agyonszidott",-1
"2458","agyonszidottságának",-1
"2459","agyonszigetelt",-1
"2460","agyonszigorítva",-1
"2461","agyonszilikonozott",-1
"2462","agyonszínez",-1
"2463","agyonszívat",-1
"2464","agyonszocializál",-1
"2465","agyonszocializált",-1
"2466","agyonszoláriumozott",-1
"2467","agyonszolizik",-1
"2468","agyonszolizva",-1
"2469","agyonszopat",-1
"2470","agyonszór",-1
"2471","agyonszorongat",-1
"2472","agyonszorongatott",-1
"2473","agyonszortírozva",-1
"2474","agyonszpojlerezett",-1
"2475","agyonszponzorált",-1
"2476","agyonsztárol",-1
"2477","agyonsztárolás",-1
"2478","agyonsztárolt",-1
"2479","agyonszúr",-1
"2480","agyonszúrat",-1
"2481","agyonszurkál",-1
"2482","agyonszurkált",-1
"2483","agyonszurkálva",-1
"2484","agyonszúrt",-1
"2485","agyonszûrõz",-1
"2486","agyonszûrt",-1
"2487","agyontagol",-1
"2488","agyontagolt",-1
"2489","agyontakarékoskodás",-1
"2490","agyontaktikázott",-1
"2491","agyontámadott",-1
"2492","agyontámogat",-1
"2493","agyontámogatás",-1
"2494","agyontámogatott",-1
"2495","agyontámogatottság",-1
"2496","agyontáncoltat",-1
"2497","agyontanít",-1
"2498","agyontanul",-1
"2499","agyontanulmányoz",-1
"2500","agyontanulmányozó",-1
"2501","agyontáplál",-1
"2502","agyontáplált",-1
"2503","agyontapogatott",-1
"2504","agyontápol",-1
"2505","agyontápolás",-1
"2506","agyontápolós",-1
"2507","agyontapos",-1
"2508","agyontaposás",-1
"2509","agyontaposó",-1
"2510","agyontaposottan",-1
"2511","agyontapostató",-1
"2512","agyontaposva",-1
"2513","agyontápoz",-1
"2514","agyontárgyal",-1
"2515","agyontartósít",-1
"2516","agyontartósítva",-1
"2517","agyonteáztat",-1
"2518","agyontechnicizált",-1
"2519","agyontechnicizáltnak",-1
"2520","agyontechnizált",-1
"2521","agyontechnizáltuk",-1
"2522","agyontechnologizált",-1
"2523","agyontekerés",-1
"2524","agyontekert",-1
"2525","agyontelepít",-1
"2526","agyontelepített",-1
"2527","agyontematizál",-1
"2528","agyontemperált",-1
"2529","agyontenyészt",-1
"2530","agyontenyésztett",-1
"2531","agyontenyésztettet",-1
"2532","agyonteoretizált",-1
"2533","agyonterhel",-1
"2534","agyonterhelés",-1
"2535","agyonterhelõ",-1
"2536","agyonterhelt",-1
"2537","agyonterheltet",-1
"2538","agyonterheltség",-1
"2539","agyonterhelve",-1
"2540","agyonterrorizál",-1
"2541","agyontervez",-1
"2542","agyontervezettség",-1
"2543","agyontervezve",-1
"2544","agyontesztel",-1
"2545","agyontesztelve",-1
"2546","agyontetkózott",-1
"2547","agyontetovál",-1
"2548","agyontetovált",-1
"2549","agyontetoválva",-1
"2550","agyontipor",-1
"2551","agyontiport",-1
"2552","agyontiportat",-1
"2553","agyontiportatott",-1
"2554","agyontiprás",-1
"2555","agyontipró",-1
"2556","agyontiprott",-1
"2557","agyontisztelt",-1
"2558","agyontisztít",-1
"2559","agyontitkolt",-1
"2560","agyontitkosított",-1
"2561","agyontoldott",-1
"2562","agyontoldoz",-1
"2563","agyontoldozgatott",-1
"2564","agyontompított",-1
"2565","agyontornáztat",-1
"2566","agyontorzít",-1
"2567","agyontöm",-1
"2568","agyontömjénez",-1
"2569","agyontömörít",-1
"2570","agyontömörített",-1
"2571","agyontömörítve",-1
"2572","agyontömött",-1
"2573","agyontömve",-1
"2574","agyontönköli",-1
"2575","agyontördel",-1
"2576","agyontördelve",-1
"2577","agyontörpít",-1
"2578","agyontrágyáz",-1
"2579","agyontraktált",-1
"2580","agyontrénigezettekkel",-1
"2581","agyontréningezett",-1
"2582","agyontuningol",-1
"2583","agyontuningolás",-1
"2584","agyontuningolva",-1
"2585","agyontunkolt",-1
"2586","<U+FEFF>agyontunningolt",-1
"2587","agyontunningolva",-1
"2588","agyontupíroz",-1
"2589","agyontupírozva",-1
"2590","agyonturbózott",-1
"2591","agyontûzdelt",-1
"2592","agyonun",-1
"2593","agyonunt",-1
"2594","agyonuntat",-1
"2595","agyonurbanizált",-1
"2596","agyonutált",-1
"2597","agyonutasított",-1
"2598","agyonünnepel",-1
"2599","agyonünnepelt",-1
"2600","agyonünnepelve",-1
"2601","agyonünneplés",-1
"2602","agyonüt",-1
"2603","agyonüté",-1
"2604","agyonütendõ",-1
"2605","agyonütés",-1
"2606","agyonütési",-1
"2607","agyonüthetõ",-1
"2608","agyonütõ",-1
"2609","agyonütöget",-1
"2610","agyonütött",-1
"2611","agyonüttet",-1
"2612","agyonüttetem",-1
"2613","agyonütve",-1
"2614","agyonvág",-1
"2615","agyonvágás",-1
"2616","agyonvagdal",-1
"2617","agyonvagdalt",-1
"2618","agyonvagdaltatott",-1
"2619","agyonvagdos",-1
"2620","agyonvágott",-1
"2621","agyonvágva",-1
"2622","agyonvakol",-1
"2623","agyonvakolt",-1
"2624","agyonvallatott",-1
"2625","agyonválogatva",-1
"2626","agyonvámolt",-1
"2627","agyonvámoltat",-1
"2628","agyonvariál",-1
"2629","agyonvariálva",-1
"2630","agyonvasalt",-1
"2631","agyonvásárol",-1
"2632","agyonvasazott",-1
"2633","agyonvegzált",-1
"2634","agyonvegyszerez",-1
"2635","agyonvegyszerezés",-1
"2636","agyonvegyszerezik",-1
"2637","agyonvegyszerezõ",-1
"2638","agyonver",-1
"2639","agyonverbalizált",-1
"2640","agyonveré",-1
"2641","agyonveres",-1
"2642","agyonverés",-1
"2643","agyonveret",-1
"2644","agyonveretés",-1
"2645","agyonveretett",-1
"2646","agyonveretve",-1
"2647","agyonverhetõ",-1
"2648","agyonverõ",-1
"2649","agyonvert",-1
"2650","agyonverve",-1
"2651","agyonvesszõz",-1
"2652","agyonvigyázott",-1
"2653","agyonvilágított",-1
"2654","agyonvilágítva",-1
"2655","agyonvirtuózkodott",-1
"2656","agyonviselt",-1
"2657","agyonvitatott",-1
"2658","agyonvizez",-1
"2659","agyonvízhajtózva",-1
"2660","agyonvizsgált",-1
"2661","agyonvizsgáltat",-1
"2662","agyonzabolázott",-1
"2663","agyonzaklat",-1
"2664","agyonzaklatva",-1
"2665","agyonzilált",-1
"2666","agyonzúz",-1
"2667","agyonzúzás",-1
"2668","agyonzúzódik",-1
"2669","agyonzseléz",-1
"2670","agyonzsigerelt",-1
"2671","agyonzsíroz",-1
"2672","agyonzsúfol",-1
"2673","agyonzsúfolt",-1
"2674","agyonzsúfoltan",-1
"2675","agyonzsúfoltság",-1
"2676","agyonzsúfolva",-1
"2677","agyonnyaggat",-1
"2678","agyonnyálaz",-1
"2679","agyonnyalogat",-1
"2680","agyonnyalt",-1
"2681","agyonnyilaz",-1
"2682","agyonnyilaztat",-1
"2683","agyonnyirbál",-1
"2684","agyonnyirbálás",-1
"2685","agyonnyírt",-1
"2686","agyonnyom",-1
"2687","agyonnyomás",-1
"2688","agyonnyomaszt",-1
"2689","agyonnyomat",-1
"2690","agyonnyomkod",-1
"2691","agyonnyomkodott",-1
"2692","agyonnyomkodva",-1
"2693","agyonnyomó",-1
"2694","agyonnyomóan",-1
"2695","agyonnyomódik",-1
"2696","agyonnyomorgat",-1
"2697","agyonnyomorgatott",-1
"2698","agyonnyomorgatva",-1
"2699","agyonnyomorít",-1
"2700","agyonnyomorított",-1
"2701","agyonnyomorítva",-1
"2702","agyonnyomott",-1
"2703","agyonnyomva",-1
"2704","agyonnyugtatóz",-1
"2705","agyonnyugtatózva",-1
"2706","agyonnyû",-1
"2707","agyonnyüstölt",-1
"2708","agyonnyüvesztése",-1
"2709","agyrém",-1
"2710","agyszülemény",-1
"2711","agyvérzés",-1
"2712","aids",-1
"2713","ájult",-1
"2714","akadékoskodik",-1
"2715","akadékoskodó",-1
"2716","akadozik",-1
"2717","akadozó",-1
"2718","akaratos",-1
"2719","akarnok",-1
"2720","akasztófa",-1
"2721","akne",-1
"2722","aláás",-1
"2723","aláássa",-1
"2724","aláásta",-1
"2725","alábecsül",-1
"2726","alábecsülik",-1
"2727","aláígér",-1
"2728","alakoskodó",-1
"2729","alamizsna",-1
"2730","alamuszi",-1
"2731","alantas",-1
"2732","alantasság",-1
"2733","alárúg",-1
"2734","alátámaszthatatlan",-1
"2735","alattomos",-1
"2736","alattomosan",-1
"2737","alattomosság",-1
"2738","alávág",-1
"2739","alávaló",-1
"2740","alávetettség",-1
"2741","áldozat",-1
"2742","aljas",-1
"2743","aljasság",-1
"2744","aljasul",-1
"2745","alkalmatlan",-1
"2746","alkalmatlankodik",-1
"2747","alkalmatlanság",-1
"2748","alkalmazhatatlan",-1
"2749","alkesz",-1
"2750","alkoholista",-1
"2751","alkotmányellenes",-1
"2752","állástalan",-1
"2753","állatias",-1
"2754","állatkínzás",-1
"2755","állatkísérlet",-1
"2756","állatság",-1
"2757","allergia",-1
"2758","allergiás",-1
"2759","állhatatlan",-1
"2760","álnok",-1
"2761","alpári",-1
"2762","álságos",-1
"2763","alsóbbrendûség",-1
"2764","alsórangú",-1
"2765","alsórendû",-1
"2766","álszent",-1
"2767","áltat",-1
"2768","alulértékel",-1
"2769","alultáplált",-1
"2770","aluszékony",-1
"2771","alvilági",-1
"2772","ambivalens",-1
"2773","ámít",-1
"2774","ámítás",-1
"2775","ámító",-1
"2776","amorf",-1
"2777","analfabéta",-1
"2778","anomália",-1
"2779","antipatikus",-1
"2780","antiszemita",-1
"2781","antiszociális",-1
"2782","anyagias",-1
"2783","anyátlan",-1
"2784","anyázik",-1
"2785","apátia",-1
"2786","apatikus",-1
"2787","apátlan",-1
"2788","apokalipszis",-1
"2789","apokaliptikus",-1
"2790","ápolatlan",-1
"2791","áporodott",-1
"2792","aránytalan",-1
"2793","arcátlan",-1
"2794","arcátlanság",-1
"2795","arcoskodik",-1
"2796","árdrágulás",-1
"2797","áremelkedés",-1
"2798","ármány",-1
"2799","ármánykodó",-1
"2800","ármányos",-1
"2801","árnyoldal",-1
"2802","arrogancia",-1
"2803","arrogáns",-1
"2804","arrogánsan",-1
"2805","árt",-1
"2806","ártalmas",-1
"2807","artikulálatlan",-1
"2808","ártó",-1
"2809","árulás",-1
"2810","árulkodik",-1
"2811","áruló",-1
"2812","árva",-1
"2813","ásatag",-1
"2814","áskálódás",-1
"2815","aszociális",-1
"2816","aszott",-1
"2817","asszimetrikus",-1
"2818","átbasz",-1
"2819","átbaszás",-1
"2820","átejt",-1
"2821","átgondolatlan",-1
"2822","áthágás",-1
"2823","átkozódik",-1
"2824","átkozott",-1
"2825","átláthatatlan",-1
"2826","átok",-1
"2827","átokverte",-1
"2828","atoltámadás",-1
"2829","atombomba",-1
"2830","atomfegyver",-1
"2831","átráz",-1
"2832","atrocitás",-1
"2833","áttekinthetetlen",-1
"2834","attrocitás",-1
"2835","átver",-1
"2836","átverés",-1
"2837","átverhetõ",-1
"2838","átverõ",-1
"2839","autokrácia",-1
"2840","autokratikus",-1
"2841","avas",-1
"2842","avatag",-1
"2843","avétos",-1
"2844","avítt",-1
"2845","bábelnök",-1
"2846","bábember",-1
"2847","bábpolitikus",-1
"2848","badarság",-1
"2849","bagatelizál",-1
"2850","bagatell",-1
"2851","bagatellizál",-1
"2852","bagatellizálni",-1
"2853","bágyadt",-1
"2854","baj",-1
"2855","bajkeverõ",-1
"2856","bajlódik",-1
"2857","bajmolódik",-1
"2858","bajok",-1
"2859","bajos",-1
"2860","bakafántos",-1
"2861","baki",-1
"2862","baklövés",-1
"2863","balek",-1
"2864","baleset",-1
"2865","balfácán",-1
"2866","balfasz",-1
"2867","balfaszkodik",-1
"2868","balfaszoskodik",-1
"2869","balfék",-1
"2870","balfogás",-1
"2871","balga",-1
"2872","balgaság",-1
"2873","balgatag",-1
"2874","balhé",-1
"2875","balhézik",-1
"2876","baljós",-1
"2877","baljóslat",-1
"2878","baljóslatú",-1
"2879","ballépés",-1
"2880","balsiker",-1
"2881","balsors",-1
"2882","balszerencse",-1
"2883","balszerencsés",-1
"2884","balul",-1
"2885","bamba",-1
"2886","bámul",-1
"2887","banális",-1
"2888","bánat",-1
"2889","bánatos",-1
"2890","bandaháború",-1
"2891","bandita",-1
"2892","bánkódik",-1
"2893","bánt",-1
"2894","bántalmaz",-1
"2895","bántalmazás",-1
"2896","bántalmazó",-1
"2897","bántalmazott",-1
"2898","bántó",-1
"2899","banya",-1
"2900","bar-lista",-1
"2901","barátságtalan",-1
"2902","barátságtalanul",-1
"2903","barbár",-1
"2904","barbárság",-1
"2905","bárcás",-1
"2906","bárdolatlan",-1
"2907","bárgyú",-1
"2908","bárlista",-1
"2909","barom",-1
"2910","baromság",-1
"2911","basáskodik",-1
"2912","baszakodik",-1
"2913","baszakszik",-1
"2914","baszás",-1
"2915","baszkódik",-1
"2916","baszogat",-1
"2917","baszogató",-1
"2918","basztat",-1
"2919","batár",-1
"2920","bátortalan",-1
"2921","bátortalanság",-1
"2922","beárul",-1
"2923","bebörtönöz",-1
"2924","bebörtönzés",-1
"2925","becsap",-1
"2926","becsapható",-1
"2927","becsapott",-1
"2928","becsavarodott",-1
"2929","becsmérel",-1
"2930","becsmérlõ",-1
"2931","becsõdöl",-1
"2932","becstelen",-1
"2933","becstelenség",-1
"2934","beég",-1
"2935","beéget",-1
"2936","befeketetít",-1
"2937","befeketít",-1
"2938","befizetetlen",-1
"2939","befogadhatatlan",-1
"2940","befolyásolható",-1
"2941","befosat",-1
"2942","befosik",-1
"2943","begazol",-1
"2944","béget",-1
"2945","begörcsöl",-1
"2946","begyepesedett",-1
"2947","begyógyszerez",-1
"2948","begyullad",-1
"2949","behajthatatlan",-1
"2950","behemót",-1
"2951","behergel",-1
"2952","beijed",-1
"2953","beijedt",-1
"2954","béka",-1
"2955","beképzelt",-1
"2956","békétlen",-1
"2957","béklyó",-1
"2958","beköp",-1
"2959","bélcsavarodás",-1
"2960","belefásul",-1
"2961","belegabalyodik",-1
"2962","beleizzad",-1
"2963","belekényszerít",-1
"2964","belekeseredik",-1
"2965","belekopaszodik",-1
"2966","beleköt",-1
"2967","belemar",-1
"2968","beleokoskodik",-1
"2969","beleõszül",-1
"2970","beleragad",-1
"2971","belerokkan",-1
"2972","belerúg",-1
"2973","belesül",-1
"2974","beleszarik",-1
"2975","beleugat",-1
"2976","belevakul",-1
"2977","belezavar",-1
"2978","belezavarodik",-1
"2979","bélgáz",-1
"2980","bélgörcs",-1
"2981","bélpoklos",-1
"2982","bemárt",-1
"2983","bemocskol",-1
"2984","bemószerol",-1
"2985","béna",-1
"2986","bénaság",-1
"2987","bénázik",-1
"2988","bennreked",-1
"2989","bentreked",-1
"2990","bénul",-1
"2991","bénult",-1
"2992","bepaliz",-1
"2993","bepánikol",-1
"2994","beparázik",-1
"2995","beperel",-1
"2996","beperelte",-1
"2997","beperli",-1
"2998","bepiszkít",-1
"2999","bepiszkol",-1
"3000","bepöccen",-1
"3001","bepunnyad",-1
"3002","berezel",-1
"3003","beront",-1
"3004","berosált",-1
"3005","berozsdásodik",-1
"3006","berzenkedik",-1
"3007","besároz",-1
"3008","besavanyodik",-1
"3009","besavanyodott",-1
"3010","besokall",-1
"3011","bestia",-1
"3012","bestiális",-1
"3013","besúgó",-1
"3014","beszámíthatatlan",-1
"3015","beszarat",-1
"3016","beszari",-1
"3017","beszarik",-1
"3018","beszédhiba",-1
"3019","beszédhibás",-1
"3020","beszennyez",-1
"3021","beszorul",-1
"3022","beszûkült",-1
"3023","beteg",-1
"3024","beteges",-1
"3025","betegeskedik",-1
"3026","betegség",-1
"3027","betojik",-1
"3028","betolakodik",-1
"3029","betolakszik",-1
"3030","betör",-1
"3031","betörõ",-1
"3032","bicebóca",-1
"3033","bigott",-1
"3034","bírságol",-1
"3035","bitang",-1
"3036","bitó",-1
"3037","bitófa",-1
"3038","bitorol",-1
"3039","bizalmatlan",-1
"3040","bizalmatlankodik",-1
"3041","bizalmatlanság",-1
"3042","bizarr",-1
"3043","bizonyíthatatlan",-1
"3044","bizonytalan",-1
"3045","bizonytalankodik",-1
"3046","bizonytalanság",-1
"3047","bizonytalanul",-1
"3048","blabláz",-1
"3049","blablázik",-1
"3050","blamázs",-1
"3051","blazirt",-1
"3052","bokákol",-1
"3053","boldogtalan",-1
"3054","boldogtalanság",-1
"3055","boldogtalanul",-1
"3056","bolhás",-1
"3057","bolond",-1
"3058","bolondokháza",-1
"3059","bolyong",-1
"3060","bomlasztó",-1
"3061","bonyodalom",-1
"3062","bonyolít",-1
"3063","borongós",-1
"3064","borúlátó",-1
"3065","borús",-1
"3066","borzadály",-1
"3067","borzalmas",-1
"3068","borzalom",-1
"3069","borzasztó",-1
"3070","borzasztóan",-1
"3071","borzong",-1
"3072","borzongás",-1
"3073","borzongató",-1
"3074","bosszankodás",-1
"3075","bosszankodik",-1
"3076","bosszant",-1
"3077","bosszantó",-1
"3078","bosszantóan",-1
"3079","bosszú",-1
"3080","bosszúálló",-1
"3081","bosszúból",-1
"3082","bosszús",-1
"3083","bosszúság",-1
"3084","bosszúszomjas",-1
"3085","bosszúvágy",-1
"3086","bosszúvágyó",-1
"3087","botcsinálta",-1
"3088","botladozik",-1
"3089","botlás",-1
"3090","botor",-1
"3091","botorkál",-1
"3092","botorkáló",-1
"3093","botorkázik",-1
"3094","botorság",-1
"3095","botrány",-1
"3096","botrányok",-1
"3097","botrányos",-1
"3098","botrányosan",-1
"3099","bóvli",-1
"3100","bökkenõ",-1
"3101","börtön",-1
"3102","börtönbüntetés",-1
"3103","börtönöz",-1
"3104","börtöntöltelék",-1
"3105","bõsz",-1
"3106","bõszít",-1
"3107","brutális",-1
"3108","brutálisan",-1
"3109","brutalitás",-1
"3110","brutalizál",-1
"3111","brüszk",-1
"3112","búbánat",-1
"3113","búbánatos",-1
"3114","búcsú",-1
"3115","búcsúzik",-1
"3116","búcsúztatás",-1
"3117","buggyant",-1
"3118","bugyuta",-1
"3119","bujtat",-1
"3120","bukás",-1
"3121","bukdácsol",-1
"3122","buktató",-1
"3123","bumburnyák",-1
"3124","bumfordi",-1
"3125","bumszli",-1
"3126","bunkó",-1
"3127","bunkózó",-1
"3128","bunyó",-1
"3129","bús",-1
"3130","búskomor",-1
"3131","búskomorság",-1
"3132","búslakodik",-1
"3133","búsul",-1
"3134","buta",-1
"3135","butaság",-1
"3136","búvalbélelt",-1
"3137","buzerál",-1
"3138","buzeráns",-1
"3139","buzgómócsing",-1
"3140","buzi",-1
"3141","büdös",-1
"3142","bûn",-1
"3143","bûnbak",-1
"3144","bûnbanda",-1
"3145","bûncselekmény",-1
"3146","bûnös",-1
"3147","bûnösen",-1
"3148","bûnösség",-1
"3149","bûnöz",-1
"3150","bûnözés",-1
"3151","bûnözõ",-1
"3152","bûnpártolás",-1
"3153","bûnrészes",-1
"3154","bûnsegéd",-1
"3155","bûntárs",-1
"3156","büntetlenül",-1
"3157","bûnügy",-1
"3158","bûnügyi",-1
"3159","bûz",-1
"3160","bûzölög",-1
"3161","bûzös",-1
"3162","cafat",-1
"3163","cafka",-1
"3164","cammog",-1
"3165","caplat",-1
"3166","céda",-1
"3167","célszerûtlen",-1
"3168","céltalan",-1
"3169","cemende",-1
"3170","cidrizik",-1
"3171","cidrizõ",-1
"3172","cigánykodik",-1
"3173","cigányos",-1
"3174","cigányoz",-1
"3175","cigánytelep",-1
"3176","cigarettacsempész",-1
"3177","ciki",-1
"3178","cikiz",-1
"3179","cinikus",-1
"3180","cinizmus",-1
"3181","cinkos",-1
"3182","cinkostárs",-1
"3183","cipekedik",-1
"3184","cipel",-1
"3185","civakodás",-1
"3186","civakodik",-1
"3187","civakodó",-1
"3188","civilizálatlan",-1
"3189","civódás",-1
"3190","civódik",-1
"3191","cívódik",-1
"3192","cudar",-1
"3193","cukkol",-1
"3194","csal",-1
"3195","csalafinta",-1
"3196","csalárd",-1
"3197","csalárdság",-1
"3198","csalárdul",-1
"3199","csalás",-1
"3200","csalatkozik",-1
"3201","csalfa",-1
"3202","csaló",-1
"3203","csalódás",-1
"3204","csalódik",-1
"3205","csalódott",-1
"3206","csalódottság",-1
"3207","csalóka",-1
"3208","csámborog",-1
"3209","csapás",-1
"3210","csapda",-1
"3211","csapdába",-1
"3212","csapdos",-1
"3213","csapkod",-1
"3214","csapnivaló",-1
"3215","csapodár",-1
"3216","csapodás",-1
"3217","csapongó",-1
"3218","csata",-1
"3219","csatangol",-1
"3220","csatározás",-1
"3221","csatatér",-1
"3222","csáva",-1
"3223","csavargó",-1
"3224","csélcsap",-1
"3225","cselekvésképtelen",-1
"3226","cselekvõképtelen",-1
"3227","cselleng",-1
"3228","csellengõ",-1
"3229","csempész",-1
"3230","csenevész",-1
"3231","cserbenhagy",-1
"3232","cseszeget",-1
"3233","cseszegetõ",-1
"3234","csesztet",-1
"3235","csetepaté",-1
"3236","csetlik-botlik",-1
"3237","csicsa",-1
"3238","csicsás",-1
"3239","csicska",-1
"3240","csicskáztat",-1
"3241","csigalassúság",-1
"3242","csigalassúságú",-1
"3243","csipa",-1
"3244","csipás",-1
"3245","csípés",-1
"3246","csípõsen",-1
"3247","csiricsáré",-1
"3248","csirkeeszû",-1
"3249","csód",-1
"3250","csontkollekció",-1
"3251","csonttörés",-1
"3252","csorba",-1
"3253","csorbít",-1
"3254","csóri",-1
"3255","csóró",-1
"3256","csoroszlya",-1
"3257","csotrogány",-1
"3258","csõd",-1
"3259","csökevény",-1
"3260","csökevényes",-1
"3261","csökönyös",-1
"3262","csökött",-1
"3263","csõlakó",-1
"3264","csömörlik",-1
"3265","csörtet",-1
"3266","csöves",-1
"3267","csövi",-1
"3268","csúf",-1
"3269","csúfol",-1
"3270","csúfolódás",-1
"3271","csúfolódó",-1
"3272","csúfondáros",-1
"3273","csúfos",-1
"3274","csula",-1
"3275","csulázik",-1
"3276","csúnya",-1
"3277","csúnyaság",-1
"3278","csügged",-1
"3279","csüggedt",-1
"3280","csüggedten",-1
"3281","csüggesztõ",-1
"3282","csüggeteg",-1
"3283","dacol",-1
"3284","dacos",-1
"3285","dacosan",-1
"3286","dádé",-1
"3287","dadog",-1
"3288","dadogás",-1
"3289","dadogott",-1
"3290","dagadék",-1
"3291","dagadt",-1
"3292","dagályos",-1
"3293","daganat",-1
"3294","dagasztás",-1
"3295","dagi",-1
"3296","debil",-1
"3297","dedós",-1
"3298","defekt",-1
"3299","defektes",-1
"3300","defektus",-1
"3301","deficit",-1
"3302","definiálhatatlan",-1
"3303","deformált",-1
"3304","deformitás",-1
"3305","degeneráció",-1
"3306","degenerálódás",-1
"3307","degenerált",-1
"3308","degradáció",-1
"3309","degradál",-1
"3310","dehumanizáció",-1
"3311","dehumanizál",-1
"3312","dehumanizálás",-1
"3313","dekadencia",-1
"3314","dekadens",-1
"3315","dekonjunktúra",-1
"3316","delikvens",-1
